ID,JHI_DATE,FROMCURRENCY  ,TOCURRENCY  ,CONVERSIONVALUE,SISTEMA  
,2012-08-15,,,9.66,NEGRO
,2012-08-16,,,9.66,NEGRO
,2012-08-17,,,9.63,NEGRO
,2012-08-18,,,9.63,NEGRO
,2012-08-19,,,9.68,NEGRO
,2012-08-20,,,10.7,NEGRO
,2012-08-21,,,10.7,NEGRO
,2012-08-22,,,10.68,NEGRO
,2012-08-23,,,10.64,NEGRO
,2012-08-24,,,10.64,NEGRO
,2012-08-25,,,10.64,NEGRO
,2012-08-26,,,10.64,NEGRO
,2012-08-27,,,10.68,NEGRO
,2012-08-28,,,11.58,NEGRO
,2012-08-29,,,11.58,NEGRO
,2012-08-30,,,11.54,NEGRO
,2012-08-31,,,11.54,NEGRO
,2012-09-01,,,11.54,NEGRO
,2012-09-02,,,11.58,NEGRO
,2012-09-03,,,11.4,NEGRO
,2012-09-04,,,11.4,NEGRO
,2012-09-05,,,11.4,NEGRO
,2012-09-06,,,11.29,NEGRO
,2012-09-07,,,11.21,NEGRO
,2012-09-08,,,11.21,NEGRO
,2012-09-09,,,11.25,NEGRO
,2012-09-10,,,11.25,NEGRO
,2012-09-11,,,11.25,NEGRO
,2012-09-12,,,11.26,NEGRO
,2012-09-13,,,11.26,NEGRO
,2012-09-14,,,11.62,NEGRO
,2012-09-15,,,11.62,NEGRO
,2012-09-16,,,11.62,NEGRO
,2012-09-17,,,11.6,NEGRO
,2012-09-18,,,12.77,NEGRO
,2012-09-19,,,12.77,NEGRO
,2012-09-20,,,12.55,NEGRO
,2012-09-21,,,12.37,NEGRO
,2012-09-22,,,12.37,NEGRO
,2012-09-23,,,12.41,NEGRO
,2012-09-24,,,12.41,NEGRO
,2012-09-26,,,11.98,NEGRO
,2012-09-27,,,12,NEGRO
,2012-09-28,,,12,NEGRO
,2012-09-29,,,12,NEGRO
,2012-09-30,,,12.08,NEGRO
,2012-10-01,,,12.08,NEGRO
,2012-10-03,,,12.08,NEGRO
,2012-10-04,,,12.1,NEGRO
,2012-10-05,,,12.14,NEGRO
,2012-10-07,,,12.14,NEGRO
,2012-10-08,,,12.14,NEGRO
,2012-10-09,,,12.14,NEGRO
,2012-10-10,,,12.16,NEGRO
,2012-10-11,,,12.16,NEGRO
,2012-10-12,,,12.15,NEGRO
,2012-10-13,,,12.15,NEGRO
,2012-10-14,,,11.99,NEGRO
,2012-10-15,,,11.99,NEGRO
,2012-10-16,,,11.98,NEGRO
,2012-10-17,,,12.85,NEGRO
,2012-10-18,,,12.65,NEGRO
,2012-10-19,,,12.65,NEGRO
,2012-10-20,,,12.65,NEGRO
,2012-10-21,,,12.67,NEGRO
,2012-10-22,,,13.33,NEGRO
,2012-10-23,,,13.43,NEGRO
,2012-10-24,,,14.52,NEGRO
,2012-10-25,,,14.56,NEGRO
,2012-10-26,,,14.56,NEGRO
,2012-10-27,,,14.56,NEGRO
,2012-10-28,,,14.63,NEGRO
,2012-10-29,,,14.08,NEGRO
,2012-10-30,,,14.08,NEGRO
,2012-10-31,,,14.07,NEGRO
,2012-11-01,,,14.6,NEGRO
,2012-11-02,,,14.6,NEGRO
,2012-11-03,,,14.6,NEGRO
,2012-11-04,,,14.04,NEGRO
,2012-11-05,,,14.06,NEGRO
,2012-11-06,,,13.97,NEGRO
,2012-11-07,,,15.13,NEGRO
,2012-11-08,,,15.13,NEGRO
,2012-11-09,,,14.89,NEGRO
,2012-11-10,,,14.89,NEGRO
,2012-11-11,,,14.89,NEGRO
,2012-11-12,,,14.93,NEGRO
,2012-11-13,,,14.93,NEGRO
,2012-11-14,,,14.91,NEGRO
,2012-11-15,,,15.07,NEGRO
,2012-11-16,,,15.07,NEGRO
,2012-11-17,,,15.07,NEGRO
,2012-11-18,,,15.07,NEGRO
,2012-11-19,,,15.52,NEGRO
,2012-11-20,,,15.53,NEGRO
,2012-11-21,,,15.52,NEGRO
,2012-11-22,,,17.47,NEGRO
,2012-11-23,,,16.56,NEGRO
,2012-11-24,,,16.56,NEGRO
,2012-11-25,,,16.54,NEGRO
,2012-11-26,,,16.59,NEGRO
,2012-11-27,,,16.56,NEGRO
,2012-11-28,,,16.56,NEGRO
,2012-11-29,,,16.5,NEGRO
,2012-11-30,,,16.5,NEGRO
,2012-12-01,,,16.5,NEGRO
,2012-12-02,,,16.5,NEGRO
,2012-12-03,,,17.11,NEGRO
,2012-12-04,,,17.11,NEGRO
,2012-12-05,,,17.25,NEGRO
,2012-12-06,,,17.53,NEGRO
,2012-12-07,,,16.48,NEGRO
,2012-12-08,,,16.48,NEGRO
,2012-12-09,,,17.47,NEGRO
,2012-12-10,,,17.48,NEGRO
,2012-12-11,,,17.29,NEGRO
,2012-12-12,,,17.26,NEGRO
,2012-12-13,,,17.26,NEGRO
,2012-12-14,,,17.26,NEGRO
,2012-12-15,,,17.26,NEGRO
,2012-12-16,,,17.26,NEGRO
,2012-12-17,,,17.26,NEGRO
,2012-12-18,,,17.25,NEGRO
,2012-12-19,,,17.21,NEGRO
,2012-12-20,,,17.19,NEGRO
,2012-12-21,,,17.19,NEGRO
,2012-12-22,,,17.19,NEGRO
,2012-12-24,,,17.19,NEGRO
,2012-12-25,,,17.08,NEGRO
,2012-12-26,,,17.37,NEGRO
,2012-12-27,,,17.39,NEGRO
,2012-12-28,,,17.43,NEGRO
,2012-12-29,,,17.43,NEGRO
,2012-12-30,,,17.43,NEGRO
,2012-12-31,,,17.43,NEGRO
,2013-01-01,,,17.32,NEGRO
,2013-01-02,,,17.27,NEGRO
,2013-01-03,,,17.61,NEGRO
,2013-01-04,,,17.72,NEGRO
,2013-01-05,,,17.72,NEGRO
,2013-01-06,,,17.72,NEGRO
,2013-01-08,,,17.7,NEGRO
,2013-01-09,,,17.49,NEGRO
,2013-01-10,,,17.46,NEGRO
,2013-01-11,,,17.45,NEGRO
,2013-01-12,,,17.45,NEGRO
,2013-01-13,,,17.46,NEGRO
,2013-01-14,,,17.42,NEGRO
,2013-01-15,,,17.42,NEGRO
,2013-01-16,,,17.56,NEGRO
,2013-01-17,,,17.51,NEGRO
,2013-01-18,,,17.52,NEGRO
,2013-01-19,,,17.52,NEGRO
,2013-01-20,,,17.52,NEGRO
,2013-01-21,,,17.52,NEGRO
,2013-01-22,,,17.59,NEGRO
,2013-01-23,,,17.59,NEGRO
,2013-01-24,,,18.73,NEGRO
,2013-01-25,,,18.73,NEGRO
,2013-01-26,,,18.73,NEGRO
,2013-01-27,,,18.73,NEGRO
,2013-01-28,,,18.73,NEGRO
,2013-01-29,,,18.69,NEGRO
,2013-01-30,,,18.69,NEGRO
,2013-01-31,,,18.69,NEGRO
,2013-02-01,,,18.71,NEGRO
,2013-02-02,,,18.71,NEGRO
,2013-02-03,,,18.71,NEGRO
,2013-02-04,,,18.83,NEGRO
,2013-02-05,,,18.84,NEGRO
,2013-02-06,,,20.19,NEGRO
,2013-02-07,,,20.1,NEGRO
,2013-02-08,,,26.62,NEGRO
,2013-02-09,,,26.62,NEGRO
,2013-02-10,,,20.58,NEGRO
,2013-02-11,,,22.31,NEGRO
,2013-02-12,,,22.03,NEGRO
,2013-02-14,,,21.75,NEGRO
,2013-02-16,,,21.79,NEGRO
,2013-02-18,,,21.33,NEGRO
,2013-02-19,,,21.52,NEGRO
,2013-02-20,,,21.34,NEGRO
,2013-02-21,,,21.66,NEGRO
,2013-02-22,,,21.74,NEGRO
,2013-02-23,,,21.74,NEGRO
,2013-02-24,,,21.84,NEGRO
,2013-04-21,,,24.18,NEGRO
,2013-04-22,,,23.94,NEGRO
,2013-04-23,,,23.62,NEGRO
,2013-04-24,,,23.57,NEGRO
,2013-04-25,,,24.74,NEGRO
,2013-04-26,,,25.48,NEGRO
,2013-04-27,,,25.48,NEGRO
,2013-04-28,,,25.48,NEGRO
,2013-04-29,,,25.42,NEGRO
,2013-04-30,,,25.35,NEGRO
,2013-05-01,,,25.4,NEGRO
,2013-05-02,,,25.17,NEGRO
,2013-05-03,,,25.15,NEGRO
,2013-05-04,,,25.15,NEGRO
,2013-05-05,,,25.17,NEGRO
,2013-05-06,,,25.1,NEGRO
,2013-05-07,,,26.11,NEGRO
,2013-05-08,,,26.18,NEGRO
,2013-05-09,,,26.21,NEGRO
,2013-05-10,,,26.15,NEGRO
,2013-05-11,,,26.15,NEGRO
,2013-05-12,,,26.15,NEGRO
,2013-05-13,,,26.6,NEGRO
,2013-05-14,,,26.26,NEGRO
,2013-05-15,,,26.36,NEGRO
,2013-05-16,,,26.28,NEGRO
,2013-05-17,,,26.67,NEGRO
,2013-05-18,,,26.67,NEGRO
,2013-05-19,,,26.66,NEGRO
,2013-05-20,,,26.73,NEGRO
,2013-05-21,,,26.78,NEGRO
,2013-05-22,,,26.85,NEGRO
,2013-05-23,,,27.04,NEGRO
,2013-05-24,,,27.24,NEGRO
,2013-05-25,,,27.24,NEGRO
,2013-05-26,,,27.25,NEGRO
,2013-05-27,,,27.31,NEGRO
,2013-05-28,,,27.54,NEGRO
,2013-05-29,,,28.37,NEGRO
,2013-05-30,,,28.25,NEGRO
,2013-05-31,,,28.43,NEGRO
,2013-06-01,,,28.43,NEGRO
,2013-06-02,,,28.47,NEGRO
,2013-06-03,,,28.37,NEGRO
,2013-06-04,,,28.32,NEGRO
,2013-06-05,,,28.4,NEGRO
,2013-06-06,,,29.84,NEGRO
,2013-06-07,,,31.12,NEGRO
,2013-06-08,,,31.12,NEGRO
,2013-06-09,,,31.22,NEGRO
,2013-06-10,,,31.16,NEGRO
,2013-06-11,,,31.25,NEGRO
,2013-06-12,,,31.16,NEGRO
,2013-06-13,,,31.02,NEGRO
,2013-06-14,,,30.89,NEGRO
,2013-06-15,,,30.89,NEGRO
,2013-06-16,,,30.89,NEGRO
,2013-06-17,,,30.94,NEGRO
,2013-06-18,,,31.25,NEGRO
,2013-06-19,,,31.16,NEGRO
,2013-06-20,,,31.71,NEGRO
,2013-06-21,,,31.93,NEGRO
,2013-06-22,,,31.93,NEGRO
,2013-06-23,,,31.93,NEGRO
,2013-06-24,,,31.81,NEGRO
,2013-06-25,,,31.61,NEGRO
,2013-06-26,,,31.48,NEGRO
,2013-06-27,,,31.52,NEGRO
,2013-06-28,,,31.47,NEGRO
,2013-06-29,,,31.65,NEGRO
,2013-06-30,,,31.65,NEGRO
,2013-07-01,,,31.5,NEGRO
,2013-07-02,,,31.45,NEGRO
,2013-07-03,,,31.48,NEGRO
,2013-07-04,,,31.39,NEGRO
,2013-07-05,,,31.61,NEGRO
,2013-07-06,,,31.61,NEGRO
,2013-07-07,,,31.6,NEGRO
,2013-07-08,,,31.6,NEGRO
,2013-07-09,,,32.62,NEGRO
,2013-07-10,,,32.58,NEGRO
,2013-07-11,,,32.36,NEGRO
,2013-07-12,,,32.26,NEGRO
,2013-07-13,,,32.26,NEGRO
,2013-07-14,,,32.25,NEGRO
,2013-07-15,,,32.16,NEGRO
,2013-07-16,,,31.84,NEGRO
,2013-07-17,,,31.24,NEGRO
,2013-07-18,,,30.41,NEGRO
,2013-07-19,,,31.91,NEGRO
,2013-07-20,,,31.91,NEGRO
,2013-07-21,,,31.91,NEGRO
,2013-07-22,,,31.36,NEGRO
,2013-07-23,,,31.5,NEGRO
,2013-07-24,,,31.54,NEGRO
,2013-07-25,,,31.46,NEGRO
,2013-07-26,,,31.46,NEGRO
,2013-07-27,,,31.46,NEGRO
,2013-07-28,,,31.46,NEGRO
,2013-07-29,,,31.5,NEGRO
,2013-07-30,,,31.48,NEGRO
,2013-07-31,,,31.62,NEGRO
,2013-08-01,,,31.68,NEGRO
,2013-08-02,,,31.49,NEGRO
,2013-08-03,,,31.49,NEGRO
,2013-08-04,,,31.51,NEGRO
,2013-08-05,,,31.49,NEGRO
,2013-08-06,,,31.34,NEGRO
,2013-08-07,,,31.35,NEGRO
,2013-08-08,,,31.29,NEGRO
,2013-08-09,,,33.46,NEGRO
,2013-08-10,,,33.46,NEGRO
,2013-08-11,,,33.53,NEGRO
,2013-08-12,,,34.62,NEGRO
,2013-08-13,,,34.84,NEGRO
,2013-08-14,,,36.2,NEGRO
,2013-08-15,,,36.53,NEGRO
,2013-08-16,,,36.75,NEGRO
,2013-08-17,,,36.75,NEGRO
,2013-08-18,,,36.7,NEGRO
,2013-08-19,,,36.8,NEGRO
,2013-08-20,,,36.31,NEGRO
,2013-08-21,,,36.33,NEGRO
,2013-08-22,,,36.24,NEGRO
,2013-08-23,,,36.05,NEGRO
,2013-08-24,,,36.05,NEGRO
,2013-08-25,,,36.05,NEGRO
,2013-08-26,,,36.37,NEGRO
,2013-08-27,,,37.32,NEGRO
,2013-08-28,,,37.32,NEGRO
,2013-08-29,,,37.41,NEGRO
,2013-08-30,,,37.36,NEGRO
,2013-08-31,,,37.36,NEGRO
,2013-09-01,,,37.36,NEGRO
,2013-09-02,,,37.24,NEGRO
,2013-09-03,,,37.49,NEGRO
,2013-09-04,,,38.83,NEGRO
,2013-09-05,,,38.95,NEGRO
,2013-09-06,,,40.62,NEGRO
,2013-09-07,,,40.62,NEGRO
,2013-09-08,,,40.64,NEGRO
,2013-09-09,,,39.74,NEGRO
,2013-09-10,,,39.5,NEGRO
,2013-09-11,,,41.77,NEGRO
,2013-09-12,,,41.73,NEGRO
,2013-09-13,,,44.55,NEGRO
,2013-09-14,,,44.55,NEGRO
,2013-09-15,,,44.55,NEGRO
,2013-09-16,,,44.66,NEGRO
,2013-09-17,,,44.59,NEGRO
,2013-09-18,,,44.36,NEGRO
,2013-09-19,,,43.94,NEGRO
,2013-09-20,,,43.97,NEGRO
,2013-09-21,,,43.97,NEGRO
,2013-09-22,,,44.13,NEGRO
,2013-09-23,,,40.22,NEGRO
,2013-09-24,,,41.1,NEGRO
,2013-09-25,,,41.18,NEGRO
,2013-09-26,,,41.36,NEGRO
,2013-09-27,,,41.67,NEGRO
,2013-09-28,,,42.59,NEGRO
,2013-09-29,,,42.59,NEGRO
,2013-09-30,,,42.47,NEGRO
,2013-10-01,,,42.12,NEGRO
,2013-10-02,,,41.92,NEGRO
,2013-10-03,,,42,NEGRO
,2013-10-04,,,41.92,NEGRO
,2013-10-05,,,41.92,NEGRO
,2013-10-06,,,44.94,NEGRO
,2013-10-07,,,46.02,NEGRO
,2013-10-08,,,44.8,NEGRO
,2013-10-09,,,45.07,NEGRO
,2013-10-10,,,44.93,NEGRO
,2013-10-11,,,44.92,NEGRO
,2013-10-12,,,44.92,NEGRO
,2013-10-13,,,46.01,NEGRO
,2013-10-14,,,47.05,NEGRO
,2013-10-15,,,47.07,NEGRO
,2013-10-16,,,47.02,NEGRO
,2013-10-17,,,47.02,NEGRO
,2013-10-18,,,47.95,NEGRO
,2013-10-19,,,47.95,NEGRO
,2013-10-20,,,47.88,NEGRO
,2013-10-21,,,48.08,NEGRO
,2013-10-22,,,47.92,NEGRO
,2013-10-23,,,49.26,NEGRO
,2013-10-24,,,53.51,NEGRO
,2013-10-25,,,53.43,NEGRO
,2013-10-26,,,53.43,NEGRO
,2013-10-27,,,53.43,NEGRO
,2013-10-28,,,54.44,NEGRO
,2013-10-29,,,54.42,NEGRO
,2013-10-30,,,56.49,NEGRO
,2013-10-31,,,56.71,NEGRO
,2013-11-01,,,59.42,NEGRO
,2013-11-02,,,59.42,NEGRO
,2013-11-03,,,59.42,NEGRO
,2013-11-04,,,58.24,NEGRO
,2013-11-05,,,58.71,NEGRO
,2013-11-06,,,58.59,NEGRO
,2013-11-07,,,59.52,NEGRO
,2013-11-08,,,59.61,NEGRO
,2013-11-09,,,60.88,NEGRO
,2013-11-10,,,61.03,NEGRO
,2013-11-11,,,60,NEGRO
,2013-11-12,,,62.16,NEGRO
,2013-11-13,,,63.97,NEGRO
,2013-11-14,,,64.06,NEGRO
,2013-11-15,,,61,NEGRO
,2013-11-16,,,61,NEGRO
,2013-11-17,,,61,NEGRO
,2013-11-18,,,59.21,NEGRO
,2013-11-19,,,54.97,NEGRO
,2013-11-20,,,56.77,NEGRO
,2013-11-21,,,60.18,NEGRO
,2013-11-22,,,62.09,NEGRO
,2013-11-23,,,62.09,NEGRO
,2013-11-24,,,62.09,NEGRO
,2013-11-25,,,60.12,NEGRO
,2013-11-26,,,62.03,NEGRO
,2013-11-27,,,62.03,NEGRO
,2013-11-28,,,62.03,NEGRO
,2013-11-29,,,62.19,NEGRO
,2013-11-30,,,62.19,NEGRO
,2013-12-01,,,62.25,NEGRO
,2013-12-02,,,62.25,NEGRO
,2013-12-03,,,64.61,NEGRO
,2013-12-04,,,64.74,NEGRO
,2013-12-05,,,64.42,NEGRO
,2013-12-06,,,64.19,NEGRO
,2013-12-07,,,64.19,NEGRO
,2013-12-08,,,64.26,NEGRO
,2013-12-09,,,64.23,NEGRO
,2013-12-10,,,64.26,NEGRO
,2013-12-11,,,64.26,NEGRO
,2013-12-12,,,64.26,NEGRO
,2013-12-13,,,64.13,NEGRO
,2013-12-14,,,64.13,NEGRO
,2013-12-15,,,64.1,NEGRO
,2013-12-16,,,64.26,NEGRO
,2013-12-17,,,64.52,NEGRO
,2013-12-18,,,64.55,NEGRO
,2013-12-20,,,64.23,NEGRO
,2013-12-21,,,64.23,NEGRO
,2013-12-22,,,64.26,NEGRO
,2013-12-23,,,63.94,NEGRO
,2013-12-24,,,63.9,NEGRO
,2013-12-25,,,63.97,NEGRO
,2013-12-26,,,63.84,NEGRO
,2013-12-27,,,64,NEGRO
,2013-12-28,,,64,NEGRO
,2013-12-29,,,64.13,NEGRO
,2013-12-30,,,64.13,NEGRO
,2013-12-31,,,64.1,NEGRO
,2014-01-01,,,64.13,NEGRO
,2014-01-02,,,64.52,NEGRO
,2014-01-03,,,64.42,NEGRO
,2014-01-04,,,64.42,NEGRO
,2014-01-05,,,64.42,NEGRO
,2014-01-06,,,64.39,NEGRO
,2014-01-07,,,64.1,NEGRO
,2014-01-08,,,64.23,NEGRO
,2014-01-09,,,66.4,NEGRO
,2014-01-10,,,66.1,NEGRO
,2014-01-11,,,66.1,NEGRO
,2014-01-12,,,66.1,NEGRO
,2014-01-13,,,68.45,NEGRO
,2014-01-14,,,68.76,NEGRO
,2014-01-15,,,74.11,NEGRO
,2014-01-16,,,74.41,NEGRO
,2014-01-17,,,74.93,NEGRO
,2014-01-18,,,72.25,NEGRO
,2014-01-19,,,72.25,NEGRO
,2014-01-20,,,72.29,NEGRO
,2014-01-21,,,73.07,NEGRO
,2014-01-22,,,78.73,NEGRO
,2014-01-23,,,76.48,NEGRO
,2014-01-24,,,76.19,NEGRO
,2014-01-25,,,76.19,NEGRO
,2014-01-26,,,76.22,NEGRO
,2014-01-27,,,76.59,NEGRO
,2014-01-28,,,79.31,NEGRO
,2014-01-29,,,79.54,NEGRO
,2014-01-30,,,79.69,NEGRO
,2014-01-31,,,79.88,NEGRO
,2014-02-01,,,79.88,NEGRO
,2014-02-02,,,80,NEGRO
,2014-02-03,,,81.27,NEGRO
,2014-02-04,,,80.69,NEGRO
,2014-02-05,,,81.19,NEGRO
,2014-02-06,,,81.08,NEGRO
,2014-02-07,,,81.15,NEGRO
,2014-02-08,,,81.15,NEGRO
,2014-02-09,,,81.15,NEGRO
,2014-02-10,,,81.23,NEGRO
,2014-02-11,,,84.04,NEGRO
,2014-02-12,,,87.08,NEGRO
,2014-02-13,,,87.12,NEGRO
,2014-02-14,,,86.88,NEGRO
,2014-02-15,,,86.88,NEGRO
,2014-02-16,,,87,NEGRO
,2014-02-17,,,86.25,NEGRO
,2014-02-18,,,87.12,NEGRO
,2014-02-19,,,87.92,NEGRO
,2014-02-20,,,87.75,NEGRO
,2014-02-21,,,87.71,NEGRO
,2014-02-22,,,87.71,NEGRO
,2014-02-23,,,87.62,NEGRO
,2014-02-24,,,87.67,NEGRO
,2014-02-25,,,87.75,NEGRO
,2014-02-26,,,88.21,NEGRO
,2014-02-28,,,86,NEGRO
,2014-03-01,,,84.28,NEGRO
,2014-03-02,,,84.32,NEGRO
,2014-03-03,,,81.31,NEGRO
,2014-03-04,,,81.15,NEGRO
,2014-03-05,,,80.81,NEGRO
,2014-03-06,,,80.46,NEGRO
,2014-03-07,,,80.54,NEGRO
,2014-03-08,,,80.54,NEGRO
,2014-03-09,,,80.31,NEGRO
,2014-03-10,,,80.88,NEGRO
,2014-03-11,,,78.04,NEGRO
,2014-03-12,,,78.11,NEGRO
,2014-03-13,,,75.36,NEGRO
,2014-03-14,,,75.18,NEGRO
,2014-03-15,,,75.18,NEGRO
,2014-03-16,,,72.69,NEGRO
,2014-03-17,,,73.54,NEGRO
,2014-03-18,,,69.73,NEGRO
,2014-03-19,,,66.84,NEGRO
,2014-03-20,,,64.19,NEGRO
,2014-03-21,,,57.06,NEGRO
,2014-03-22,,,57.86,NEGRO
,2014-03-23,,,57.86,NEGRO
,2014-03-24,,,58.63,NEGRO
,2014-03-25,,,72.82,NEGRO
,2014-03-26,,,77.88,NEGRO
,2014-03-27,,,67.47,NEGRO
,2014-03-28,,,65.29,NEGRO
,2014-03-29,,,67.47,NEGRO
,2014-03-30,,,67.5,NEGRO
,2014-03-31,,,70.03,NEGRO
,2014-04-01,,,69.69,NEGRO
,2014-04-02,,,66.36,NEGRO
,2014-04-03,,,66.36,NEGRO
,2014-04-04,,,67,NEGRO
,2014-04-05,,,67.63,NEGRO
,2014-04-06,,,67.67,NEGRO
,2014-04-07,,,67.1,NEGRO
,2014-04-08,,,66.87,NEGRO
,2014-04-09,,,66.87,NEGRO
,2014-04-10,,,66.47,NEGRO
,2014-04-11,,,66.53,NEGRO
,2014-04-12,,,66.53,NEGRO
,2014-04-13,,,66.53,NEGRO
,2014-04-14,,,66.8,NEGRO
,2014-04-15,,,67.1,NEGRO
,2014-04-16,,,64.71,NEGRO
,2014-04-17,,,64.77,NEGRO
,2014-04-18,,,64.74,NEGRO
,2014-04-19,,,64.74,NEGRO
,2014-04-20,,,64.74,NEGRO
,2014-04-21,,,66.57,NEGRO
,2014-04-22,,,66.97,NEGRO
